source_list,title,year,doi,resolve_method,pdf_url,landing_url,status,file_path,note
openalex_seed_matches,"A wind turbine sensorless automatic control systems, analysis, modelling and development of IDA-PBC method",2020,https://doi.org/10.11591/ijpeds.v11.i1.pp45-55,title_search,http://ijpeds.iaescore.com/index.php/IJPEDS/article/download/20081/12973,https://doi.org/10.11591/ijpeds.v11.i1.pp45-55,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2020_a-wind-turbine-sensorless-automatic-control-systems-analysis-modelling-and-development-of-ida-pbc-method.pdf,ok
openalex_seed_matches,Fuzzy logic based collision avoidance for a mobile robot,1994,https://doi.org/10.1017/s0263574700016866,title_search,,https://doi.org/10.1017/s0263574700016866,failed,,exhausted_or_nonpdf
openalex_seed_matches,Dynamic State Estimation for Power System Control and Protection,2021,https://doi.org/10.1109/tpwrs.2021.3079395,title_search,https://vtechworks.lib.vt.edu/bitstreams/95c735ba-ea43-4738-884e-7adaa56bbe0f/download,https://hdl.handle.net/10919/117619,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2021_dynamic-state-estimation-for-power-system-control-and-protection.pdf,ok
openalex_seed_matches,Real time control of multi-agent mobile robots with intelligent collision avoidance system,2013,,title_search,,https://pure.hud.ac.uk/en/publications/real-time-control-of-multi-agent-mobile-robots-with-intelligent-c,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2013_real-time-control-of-multi-agent-mobile-robots-with-intelligent-collision-avoidance-system.pdf,already_exists
openalex_seed_matches,Intelligent Collision Avoidance for Multi Agent Mobile Robots,2014,https://doi.org/10.1007/978-3-319-04702-7_17,title_search,,https://doi.org/10.1007/978-3-319-04702-7_17,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2014_intelligent-collision-avoidance-for-multi-agent-mobile-robots.pdf,already_exists
openalex_seed_matches,A Novel Control-Navigation System- Based Adaptive Optimal Controller &amp; EKF Localization of DDMR,2015,https://doi.org/10.14569/ijarai.2015.040504,title_search,http://thesai.org/Downloads/IJARAI/Volume4No5/Paper_4-A_Novel_Control_Navigation_System_Based_Adaptive_Optimal_Controller_EKF_Localization_of_DDMR.pdf,https://doi.org/10.14569/ijarai.2015.040504,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2015_a-novel-control-navigation-system-based-adaptive-optimal-controller-amp-ekf-localization-of-ddmr.pdf,ok
openalex_seed_matches,Integral Lqr-Based 6dof Autonomous Quadrocopter Balancing System Control,2015,https://doi.org/10.14569/ijarai.2015.040502,title_search,http://thesai.org/Downloads/IJARAI/Volume4No5/Paper_2-Integral_Lqr-Based_6dof_Autonomous_Quadrocopter_Balancing_System_Control.pdf,https://doi.org/10.14569/ijarai.2015.040502,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2015_integral-lqr-based-6dof-autonomous-quadrocopter-balancing-system-control.pdf,ok
openalex_seed_matches,Design and implementation of auto car driving system with collision avoidance,2018,https://doi.org/10.1080/23311916.2018.1485458,title_search,,https://doi.org/10.1080/23311916.2018.1485458,failed,,exhausted_or_nonpdf
openalex_seed_matches,Trajectory Tracking Control of a Quadcopter UAV Using Nonlinear Control,2018,https://doi.org/10.1007/978-3-319-89911-4_20,title_search,,https://doi.org/10.1007/978-3-319-89911-4_20,failed,,exhausted_or_nonpdf
openalex_seed_matches,UKF-based enhancement and ROS implementation of 4-WDDMR localization with advanced control system,2018,https://doi.org/10.1080/23311916.2018.1481561,title_search,,https://doi.org/10.1080/23311916.2018.1481561,failed,,exhausted_or_nonpdf
openalex_seed_matches,Using the Bees Algorithm for wheeled mobile robot path planning in an indoor dynamic environment,2018,https://doi.org/10.1080/23311916.2018.1426539,title_search,,https://doi.org/10.1080/23311916.2018.1426539,failed,,exhausted_or_nonpdf
openalex_seed_matches,Advancing Neuromorphic Computing With Loihi: A Survey of Results and Outlook,2021,https://doi.org/10.1109/jproc.2021.3067593,title_search,https://ieeexplore.ieee.org/ielx7/5/9420072/09395703.pdf,https://doi.org/10.1109/jproc.2021.3067593,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2021_advancing-neuromorphic-computing-with-loihi-a-survey-of-results-and-outlook.pdf,existing_pdf_url:ok:https://ieeexplore.ieee.org/ielx7/5/9420072/09395703.pdf
openalex_seed_matches,Adaptive LQ-Based Computed-Torque Controller for Robotic Manipulator,2019,https://doi.org/10.1109/eiconrus.2019.8657317,title_search,,https://doi.org/10.1109/eiconrus.2019.8657317,failed,,exhausted_or_nonpdf
openalex_seed_matches,Blended Regenerative Anti-Lock Braking System and Electronic Wedge Brake Coordinate Control Ensuring Maximal Energy Recovery and Stability of All-Wheel-Motor-Drive Electric Vehicles,2023,https://doi.org/10.4236/jtts.2023.133022,title_search,http://www.scirp.org/journal/PaperDownload.aspx?paperID=126763,https://doi.org/10.4236/jtts.2023.133022,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2023_blended-regenerative-anti-lock-braking-system-and-electronic-wedge-brake-coordinate-control-ensuring-maximal-energy-reco.pdf,ok
openalex_latest_topic_aligned,Wireless Communication-Based Indoor Localization with Optical Initialization and Sensor Fusion,2026,https://doi.org/10.3390/s26092653,title_search,https://www.mdpi.com/1424-8220/26/9/2653/pdf?version=1777037853,https://doi.org/10.3390/s26092653,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_wireless-communication-based-indoor-localization-with-optical-initialization-and-sensor-fusion.pdf,existing_pdf_url:ok:https://www.mdpi.com/1424-8220/26/9/2653/pdf?version=1777037853
openalex_latest_topic_aligned,Analysis of Modern Approaches to Autonomous UAV Navigation,2026,https://doi.org/10.18372/1990-5548.88.20987,title_search,http://jrnl.kai.edu.ua/index.php/ESU/article/download/20987/28008,https://doi.org/10.18372/1990-5548.88.20987,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,"Comprehensive Review of Doppler Shift Localization Methods: Advances, Limitations, and Research Opportunities",2026,,title_search,https://arxiv.org/pdf/2604.14413,https://arxiv.org/abs/2604.14413,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_comprehensive-review-of-doppler-shift-localization-methods-advances-limitations-and-research-opportunities.pdf,ok
openalex_latest_topic_aligned,Natural Gradient Gaussian Approximation Filter on Lie Groups for Robot State Estimation,2026,,title_search,https://arxiv.org/pdf/2604.10057,https://arxiv.org/abs/2604.10057,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_natural-gradient-gaussian-approximation-filter-on-lie-groups-for-robot-state-estimation.pdf,ok
openalex_latest_topic_aligned,Sensor Data Adaptive Treatment in Time-Varying UAV Medium: Approaches and Methods,2026,https://doi.org/10.48084/etasr.16045,title_search,https://etasr.com/index.php/ETASR/article/download/16045/6361,https://doi.org/10.48084/etasr.16045,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_sensor-data-adaptive-treatment-in-time-varying-uav-medium-approaches-and-methods.pdf,ok
openalex_latest_topic_aligned,MIMO OFDM-Enabled ISAC for Low-Altitude Non-Cooperative UAV Surveillance: A Survey,2026,,title_search,https://arxiv.org/pdf/2604.02680,http://arxiv.org/abs/2604.02680,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_mimo-ofdm-enabled-isac-for-low-altitude-non-cooperative-uav-surveillance-a-survey.pdf,ok
openalex_latest_topic_aligned,An Asynchronous Two-Speed Kalman Filter for Real-Time UUV Cooperative Navigation Under Acoustic Delays,2026,,title_search,https://arxiv.org/pdf/2604.02878,http://arxiv.org/abs/2604.02878,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_an-asynchronous-two-speed-kalman-filter-for-real-time-uuv-cooperative-navigation-under-acoustic-delays.pdf,ok
openalex_latest_topic_aligned,Safety Control with Adaptive Safety Sets and Belief Dynamics for LAV Under Uncertainty,2026,https://doi.org/10.3390/drones10040260,title_search,https://www.mdpi.com/2504-446X/10/4/260/pdf?version=1775225453,https://doi.org/10.3390/drones10040260,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_safety-control-with-adaptive-safety-sets-and-belief-dynamics-for-lav-under-uncertainty.pdf,existing_pdf_url:ok:https://www.mdpi.com/2504-446X/10/4/260/pdf?version=1775225453
openalex_latest_topic_aligned,Distance Constraint Ensemble Kalman Filter for Pedestrian Localization,2026,https://doi.org/10.3390/mi17040436,title_search,https://www.mdpi.com/2072-666X/17/4/436/pdf?version=1774964450,https://doi.org/10.3390/mi17040436,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_distance-constraint-ensemble-kalman-filter-for-pedestrian-localization.pdf,existing_landing:ok:https://www.mdpi.com/2072-666X/17/4/436/pdf?version=1775123838
openalex_latest_topic_aligned,Sensors in Self-Driving Vehicles: A Detailed Literature Review and New Trends,2026,https://doi.org/10.3390/s26072153,title_search,https://www.mdpi.com/1424-8220/26/7/2153/pdf?version=1774958800,https://doi.org/10.3390/s26072153,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_sensors-in-self-driving-vehicles-a-detailed-literature-review-and-new-trends.pdf,existing_pdf_url:ok:https://www.mdpi.com/1424-8220/26/7/2153/pdf?version=1774958800
openalex_latest_topic_aligned,Robot localization: a comprehensive survey from classical methods to intelligent autonomy,2026,https://doi.org/10.1007/s41315-026-00528-9,title_search,https://link.springer.com/content/pdf/10.1007/s41315-026-00528-9.pdf,https://doi.org/10.1007/s41315-026-00528-9,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robot-localization-a-comprehensive-survey-from-classical-methods-to-intelligent-autonomy.pdf,ok
openalex_latest_topic_aligned,Meta-Adaptive Beam Search Planning for Transformer-Based Reinforcement Learning Control of UAVs with Overhead Manipulators under Flight Disturbances,2026,,title_search,https://arxiv.org/pdf/2603.26612,http://arxiv.org/abs/2603.26612,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_meta-adaptive-beam-search-planning-for-transformer-based-reinforcement-learning-control-of-uavs-with-overhead-manipulato.pdf,ok
openalex_latest_topic_aligned,Constrained 1D Localization for Downlink TDoA-Based UWB RTLS,2026,https://doi.org/10.3390/engproc2026126042,title_search,https://www.mdpi.com/2673-4591/126/1/42/pdf?version=1774596761,https://doi.org/10.3390/engproc2026126042,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_constrained-1d-localization-for-downlink-tdoa-based-uwb-rtls.pdf,existing_pdf_url:ok:https://www.mdpi.com/2673-4591/126/1/42/pdf?version=1774596761
openalex_latest_topic_aligned,Based on Non-Inertial Frame Modeling for High-Dynamic Companion Flight Control Research,2026,https://doi.org/10.54097/6650ef71,title_search,http://jceim.org/index.php/ojs/article/download/175/171,https://doi.org/10.54097/6650ef71,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_based-on-non-inertial-frame-modeling-for-high-dynamic-companion-flight-control-research.pdf,ok
openalex_latest_topic_aligned,Robust Indoor Localization for Autonomous Mobile Robots: A Review of Bayesian Sensor Fusion and SLAM Algorithms,2026,https://doi.org/10.54254/2755-2721/2026.bj32383,title_search,https://ace.ewapub.com/article/view/32383.pdf,https://doi.org/10.54254/2755-2721/2026.bj32383,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robust-indoor-localization-for-autonomous-mobile-robots-a-review-of-bayesian-sensor-fusion-and-slam-algorithms.pdf,ok
openalex_latest_topic_aligned,Segment-Safe Control Barrier Functions for Model Predictive Control,2026,,title_search,,https://inria.hal.science/hal-05578359,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,Contact-Robust Trajectory Planning via Parametric Sensitivity Analysis for Hybrid Robotic Systems,2026,,title_search,https://hal.science/hal-05488973/document,https://hal.science/hal-05488973,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,Model-free sliding mode control for PMSM based on adaptive super-twisting reaching law,2026,https://doi.org/10.1038/s41598-026-50065-5,title_search,https://www.nature.com/articles/s41598-026-50065-5_reference.pdf,https://doi.org/10.1038/s41598-026-50065-5,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_model-free-sliding-mode-control-for-pmsm-based-on-adaptive-super-twisting-reaching-law.pdf,ok
openalex_latest_topic_aligned,Image-Based Visual Servoing of Quadrotor MAVs Using Model Predictive Control with Velocity Observation and State Update,2026,https://doi.org/10.3390/sym18050726,title_search,https://www.mdpi.com/2073-8994/18/5/726/pdf?version=1777036047,https://doi.org/10.3390/sym18050726,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_image-based-visual-servoing-of-quadrotor-mavs-using-model-predictive-control-with-velocity-observation-and-state-update.pdf,existing_landing:ok:https://www.mdpi.com/2073-8994/18/5/726/pdf?version=1777036047
openalex_latest_topic_aligned,Adaptive Exploration Proximal Policy Optimization for Efficient Robotic Continuous Control,2026,https://doi.org/10.3390/sym18050717,title_search,https://www.mdpi.com/2073-8994/18/5/717/pdf?version=1777015692,https://doi.org/10.3390/sym18050717,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_adaptive-exploration-proximal-policy-optimization-for-efficient-robotic-continuous-control.pdf,existing_pdf_url:ok:https://www.mdpi.com/2073-8994/18/5/717/pdf?version=1777015692
openalex_latest_topic_aligned,A DUNG BEETLE OPTIMIZED MPC ALGORITHM FOR MULTI-OBJECTIVE OPTIMIZATION OF UNMANNED AGRICULTURAL VEHICLE,2026,https://doi.org/10.35633/inmateh-78-35,title_search,https://doi.org/10.35633/inmateh-78-35,https://doi.org/10.35633/inmateh-78-35,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_a-dung-beetle-optimized-mpc-algorithm-for-multi-objective-optimization-of-unmanned-agricultural-vehicle.pdf,ok
openalex_latest_topic_aligned,PREVENT-JACK: Context Steering for Swarms of Long Heavy Articulated Vehicles,2026,,title_search,https://arxiv.org/pdf/2604.21337,https://arxiv.org/abs/2604.21337,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_prevent-jack-context-steering-for-swarms-of-long-heavy-articulated-vehicles.pdf,ok
openalex_latest_topic_aligned,$H_2/H_{\infty}$ Control for Stochastic Differential Systems with Partial Observation,2026,,title_search,https://arxiv.org/pdf/2604.21799,https://arxiv.org/abs/2604.21799,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_h-2-h-infty-control-for-stochastic-differential-systems-with-partial-observation.pdf,ok
openalex_latest_topic_aligned,Research on Proximal Policy Optimization Algorithm in Path Planning for UAV-Based Vehicle Tracking,2026,https://doi.org/10.3390/drones10050319,title_search,https://www.mdpi.com/2504-446X/10/5/319/pdf?version=1776954171,https://doi.org/10.3390/drones10050319,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_research-on-proximal-policy-optimization-algorithm-in-path-planning-for-uav-based-vehicle-tracking.pdf,existing_pdf_url:ok:https://www.mdpi.com/2504-446X/10/5/319/pdf?version=1776954171
openalex_latest_topic_aligned,"A Provably Stable Geometric Bayesian Self-Healing Framework for Deep-Space Cyber-Physical Systems: SO(3) Attitude Dynamics, Multi-Physics Energy--Thermal Coupling, and Lessons from the 2025 Lunar Trailblazer Catastrophe",2026,https://doi.org/10.14293/pr2199.003447.v1,title_search,https://www.scienceopen.com/document_file/64e1e24d-e57e-4377-8b9b-c4c985bb27c8/ScienceOpenPreprint/900005.pdf,https://doi.org/10.14293/pr2199.003447.v1,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_a-provably-stable-geometric-bayesian-self-healing-framework-for-deep-space-cyber-physical-systems-so-3-attitude-dynamics.pdf,ok
openalex_latest_topic_aligned,Stability and Optimization of a Vector Thrust-Controlled Tail-Sitter UAV Based on Flight Test,2026,https://doi.org/10.3390/drones10050316,title_search,https://www.mdpi.com/2504-446X/10/5/316/pdf?version=1776871438,https://doi.org/10.3390/drones10050316,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_stability-and-optimization-of-a-vector-thrust-controlled-tail-sitter-uav-based-on-flight-test.pdf,existing_pdf_url:ok:https://www.mdpi.com/2504-446X/10/5/316/pdf?version=1776871438
openalex_latest_topic_aligned,A Systematic Review and Taxonomy of Reinforcement Learning-Model Predictive Control Integration for Linear Systems,2026,,title_search,https://arxiv.org/pdf/2604.21030,https://arxiv.org/abs/2604.21030,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_a-systematic-review-and-taxonomy-of-reinforcement-learning-model-predictive-control-integration-for-linear-systems.pdf,ok
openalex_latest_topic_aligned,Co-State Based Data Fusion and Risk Aware Filtering for Spacecraft Navigation and Hazard Prediction,2026,,title_search,https://arxiv.org/pdf/2604.20485,https://arxiv.org/abs/2604.20485,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_co-state-based-data-fusion-and-risk-aware-filtering-for-spacecraft-navigation-and-hazard-prediction.pdf,ok
openalex_latest_topic_aligned,Impact-Aware Model Predictive Control for UAV Landing on a Heaving Platform,2026,,title_search,https://arxiv.org/pdf/2604.21078,https://arxiv.org/abs/2604.21078,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_impact-aware-model-predictive-control-for-uav-landing-on-a-heaving-platform.pdf,ok
openalex_latest_topic_aligned,Deep Reinforcement Learning-Guided Bio-Inspired Active Flow Control of a Flapping-Wing Drone for Real-Time Disturbance Suppression,2026,https://doi.org/10.3390/act15050231,title_search,https://www.mdpi.com/2076-0825/15/5/231/pdf?version=1776871010,https://doi.org/10.3390/act15050231,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_deep-reinforcement-learning-guided-bio-inspired-active-flow-control-of-a-flapping-wing-drone-for-real-time-disturbance-s.pdf,existing_pdf_url:ok:https://www.mdpi.com/2076-0825/15/5/231/pdf?version=1776871010
openalex_latest_topic_aligned,Metaheuristic-Based Observer Design for Electromagnetic and Load Torque Estimation in PMSMs: A Comprehensive Review,2026,https://doi.org/10.46649/fjiece.v4.2.7a.23.9.2025,title_search,https://fjiece.atu.edu.iq/index.php/fjiece/article/download/260/137,https://doi.org/10.46649/fjiece.v4.2.7a.23.9.2025,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_metaheuristic-based-observer-design-for-electromagnetic-and-load-torque-estimation-in-pmsms-a-comprehensive-review.pdf,ok
openalex_latest_topic_aligned,Sensorless Speed Control of PMSM in the Low-Speed Region Using a Runge–Kutta Model-Based Nonlinear Gradient Observer,2026,https://doi.org/10.3390/machines14040369,title_search,https://www.mdpi.com/2075-1702/14/4/369/pdf?version=1774618107,https://doi.org/10.3390/machines14040369,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_sensorless-speed-control-of-pmsm-in-the-low-speed-region-using-a-runge-kutta-model-based-nonlinear-gradient-observer.pdf,existing_pdf_url:ok:https://www.mdpi.com/2075-1702/14/4/369/pdf?version=1774618107
openalex_latest_topic_aligned,Robust Adaptive Sensorless Control for PMLSM Based on Improved Sliding Mode Observer and Extended State Observer,2026,https://doi.org/10.3390/electronics15050984,title_search,https://www.mdpi.com/2079-9292/15/5/984/pdf,https://doi.org/10.3390/electronics15050984,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robust-adaptive-sensorless-control-for-pmlsm-based-on-improved-sliding-mode-observer-and-extended-state-observer.pdf,existing_landing:ok:https://www.mdpi.com/2079-9292/15/5/984/pdf?version=1772192010
openalex_latest_topic_aligned,Robust control strategy for optimized IM-4S-VSI-based wind turbine simulator: Assessment for theoretical study,2026,https://doi.org/10.61435/ijred.2026.61842,title_search,https://ijred.cbiore.id/index.php/ijred/article/download/61842/pdf,https://doi.org/10.61435/ijred.2026.61842,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robust-control-strategy-for-optimized-im-4s-vsi-based-wind-turbine-simulator-assessment-for-theoretical-study.pdf,ok
openalex_latest_topic_aligned,Online Identification of PMSM Q-Axis Apparent Inductance Using a PWM-Based Estimator,2026,https://doi.org/10.22541/au.177145209.99357759/v1,title_search,https://www.authorea.com/doi/pdf/10.22541/au.177145209.99357759,https://doi.org/10.22541/au.177145209.99357759/v1,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,Application of advanced fault-tolerant control techniques in the design of modern electric vehicles for increased reliability: a review,2026,https://doi.org/10.1080/00051144.2026.2619804,title_search,,https://doi.org/10.1080/00051144.2026.2619804,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,High-Performance Sensorless Control of a Dual-Inverter Doubly Fed Induction Motor for Electric Vehicle Traction Using a Sliding-Mode Observer,2026,https://doi.org/10.3390/automation7010031,title_search,https://www.mdpi.com/2673-4052/7/1/31/pdf?version=1771030259,https://doi.org/10.3390/automation7010031,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_high-performance-sensorless-control-of-a-dual-inverter-doubly-fed-induction-motor-for-electric-vehicle-traction-using-a-.pdf,existing_landing:ok:https://www.mdpi.com/2673-4052/7/1/31/pdf?version=1771030259
openalex_latest_topic_aligned,Research on the Control Algorithm for a Brushless DC Motor Based on an Adaptive Extended Kalman Filter,2026,https://doi.org/10.3390/s26031050,title_search,https://www.mdpi.com/1424-8220/26/3/1050/pdf,https://doi.org/10.3390/s26031050,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_research-on-the-control-algorithm-for-a-brushless-dc-motor-based-on-an-adaptive-extended-kalman-filter.pdf,existing_pdf_url:ok:https://www.mdpi.com/1424-8220/26/3/1050/pdf
openalex_latest_topic_aligned,Application of the model reference adaptive system method in sensorless control for elevator drive systems using 3-Phase permanent magnet synchronous motors,2026,https://doi.org/10.11591/ijece.v16i1.pp149-157,title_search,https://ijece.iaescore.com/index.php/IJECE/article/download/38737/18617,https://doi.org/10.11591/ijece.v16i1.pp149-157,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_application-of-the-model-reference-adaptive-system-method-in-sensorless-control-for-elevator-drive-systems-using-3-phase.pdf,ok
openalex_latest_topic_aligned,Chattering Suppression in Sensorless Control of Five-Phase Induction Motors Using an Improved Reaching Law,2026,https://doi.org/10.3390/electronics15020361,title_search,https://www.mdpi.com/2079-9292/15/2/361/pdf?version=1768376866,https://doi.org/10.3390/electronics15020361,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_chattering-suppression-in-sensorless-control-of-five-phase-induction-motors-using-an-improved-reaching-law.pdf,existing_pdf_url:ok:https://www.mdpi.com/2079-9292/15/2/361/pdf?version=1768376866
openalex_latest_topic_aligned,A Sensorless Control of PMSM Using Hybrid Fuzzy-Logic Adaptive Sliding Mode Approach,2026,https://doi.org/10.1587/transele.2025ecp5076,title_search,https://www.jstage.jst.go.jp/article/transele/advpub/0/advpub_2025ECP5076/_pdf,https://doi.org/10.1587/transele.2025ecp5076,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_a-sensorless-control-of-pmsm-using-hybrid-fuzzy-logic-adaptive-sliding-mode-approach.pdf,ok:https://www.jstage.jst.go.jp/article/transele/advpub/0/advpub_2025ECP5076/_pdf
openalex_latest_topic_aligned,Speed‐Sensorless Model‐Free Predictive Torque Control for Induction Motor Drive,2026,https://doi.org/10.1049/elp2.70146,title_search,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1049/elp2.70146,https://doi.org/10.1049/elp2.70146,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,Sistem Kendali Kecepatan Motor Arus Searah tanpa Sensor Kecepatan dengan Observer Metode R,2025,https://doi.org/10.31544/jtera.v10.i2.2025.27-34,title_search,,https://doi.org/10.31544/jtera.v10.i2.2025.27-34,failed,,exhausted_or_nonpdf
openalex_latest_topic_aligned,Design of a Speed Sensorless Control System on a DC Motor using a PID Controller,2025,https://doi.org/10.24071/ijasst.v7i2.13271,title_search,https://e-journal.usd.ac.id/index.php/IJASST/article/download/13271/5025,https://doi.org/10.24071/ijasst.v7i2.13271,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2025_design-of-a-speed-sensorless-control-system-on-a-dc-motor-using-a-pid-controller.pdf,ok
